[GC (Allocation Failure) [DefNew: 13129K->1600K(14784K), 0.0039379 secs] 13129K->1834K(47552K), 0.0039679 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.042  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.043  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.044  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.045  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.046  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.046  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.046  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.046  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.046  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.047  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.048  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.049  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Stop executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
2025-06-11 12:06:54.050  INFO 1 --- [           main] s.g.m.s.m.a.ScDefaultMonitorInterceptor  : Start executing the springfox.documentation.schema.property.ModelSpecificationFactory.create method
